Account Name,Investment,Date of Data,Acquired,Term,$ Total Gain/Loss,% Total Gain/Loss,Current Value,Quantity,Cost Basis Per Share,Cost Basis
Roth IRA,FSDIX,7/22/22,5/26/21,Long,"($1,474.66)",-10.92%,"$12,025.34 ",760.135,$17.76 ,"$13,500.00 "
